admin@boson:~# echo 1 > /sys/kernel/debug/tracing/events/enable
admin@boson:~# echo 1 > /sys/kernel/debug/tracing/tracing_on
admin@boson:~# 
admin@boson:~# ./fbomb
** 49677 printk messages dropped ** [ 1741.711577] f_booste-2073    1....... 1740852747us : sys_exit: NR 186 = 2073
[ 1741.711593] f_booste-2073    1....1.. 1740852748us : sys_gettid -> 0x819
[ 1741.711610] f_booste-2073    1....... 1740852751us : sys_enter: NR 230 (1, 0, 7fd1a6021f30, 0, 0, 0)
[ 1741.711629] f_booste-2073    1....1.. 1740852752us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a6021f30, rmtp: 0)
[ 1741.711647] f_booste-2073    1....... 1740852753us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.711664] f_booste-2073    1d...1.. 1740852755us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.711680] f_booste-2073    1d...1.. 1740852756us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711697] f_booste-2073    1d...1.. 1740852757us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711717] f_booste-2073    1d...1.. 1740852759us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740416051579 softexpires=1740416001579
[ 1741.711735] f_booste-2073    1d...1.. 1740852760us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711751] f_booste-2073    1d...1.. 1740852761us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711768] f_booste-2073    1d...1.. 1740852762us : write_msr: 6e0, value 22350352fbe
[ 1741.711784] f_booste-2073    1d...1.. 1740852763us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.711801] f_booste-2073    1d...1.. 1740852765us : rcu_utilization: Start context switch
[ 1741.711817] f_booste-2073    1d...1.. 1740852766us : rcu_utilization: End context switch
[ 1741.711833] f_booste-2073    1d...2.. 1740852767us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.711851] f_booste-2073    1d...2.. 1740852770us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=40368 [ns] vruntime=26864210713 [ns]
[ 1741.711868] f_booste-2073    1d...2.. 1740852771us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.711885] f_booste-2073    1d...2.. 1740852773us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.711904] f_booste-2073    1d...2.. 1740852776us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.711921] f_booste-2073    1d...2.. 1740852777us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.711940] f_booste-2073    1d...2.. 1740852779us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: f81e66000e0020 xcomp_bv: ffffffff81c62740
[ 1741.711959] f_booste-2073    1d...2.. 1740852780us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 6765000074725f66 xcomp_bv: 79747465
[ 1741.711977] f_booste-2073    1d...2.. 1740852781us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: c32b00000078 xcomp_bv: 81802010106
[ 1741.711994] f_booste-2073    1d...2.. 1740852782us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.744393]  f_waker-2070    1....... 1740860209us : sys_exit: NR 186 = 2070
[ 1741.744410]  f_waker-2070    1....1.. 1740860210us : sys_gettid -> 0x816
[ 1741.744427]  f_waker-2070    1....... 1740860212us : sys_enter: NR 202 (55f32b7890c4, 87, 0, 0, 0, 0)
[ 1741.744447]  f_waker-2070    1....1.. 1740860213us : sys_futex(uaddr: 55f32b7890c4, op: 87, val: 0, utime: 0, uaddr2: 0, val3: 0)
[ 1741.744464]  f_waker-2070    1d...... 1740860214us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.744480]  f_waker-2070    1d...... 1740860215us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.744500]  f_waker-2070    1d...111 1740860218us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744517]  f_waker-2070    1d...111 1740860220us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744534]  f_waker-2070    1d....11 1740860221us : lock_acquire: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.744552]  f_waker-2070    1d...111 1740860222us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.744569]  f_waker-2070    1d...111 1740860223us : lock_release: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.744587]  f_waker-2070    1d...211 1740860224us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744604]  f_waker-2070    1d...211 1740860226us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744621]  f_waker-2070    1d...111 1740860227us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.744638]  f_waker-2070    1d...111 1740860228us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.744656]  f_waker-2070    1d...211 1740860229us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.744673]  f_waker-2070    1d...211 1740860230us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.744690]  f_waker-2070    1d...211 1740860231us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.744707]  f_waker-2070    1d...211 1740860232us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.744724]  f_waker-2070    1d...211 1740860233us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.744741]  f_waker-2070    1d...311 1740860235us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.744758]  f_waker-2070    1d...411 1740860236us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.744775]  f_waker-2070    1d...311 1740860237us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.744793]  f_waker-2070    1d...211 1740860238us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.744810]  f_waker-2070    1d..h111 1740860240us : local_timer_entry: vector=239
[ 1741.744827]  f_waker-2070    1d..h211 1740860242us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.744844]  f_waker-2070    1d..h211 1740860243us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.744861]  f_waker-2070    1d..h211 1740860244us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.744878]  f_waker-2070    1d..h211 1740860246us : hrtimer_cancel: hrtimer=ffffc90004f7be30
[ 1741.744895]  f_waker-2070    1d..h211 1740860247us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.744916]  f_waker-2070    1d..h111 1740860248us : hrtimer_expire_entry: hrtimer=ffffc90004f7be30 function=hrtimer_wakeup now=1740422886489
[ 1741.744933]  f_waker-2070    1d..h211 1740860250us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.744951]  f_waker-2070    1d..h211 1740860251us : sched_waking: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.744969]  f_waker-2070    1d..h311 1740860252us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.744987]  f_waker-2070    1dN.h311 1740860257us : sched_wakeup: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.745004]  f_waker-2070    1dN.h311 1740860259us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.745021]  f_waker-2070    1dN.h211 1740860260us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.745038]  f_waker-2070    1dN.h111 1740860261us : hrtimer_expire_exit: hrtimer=ffffc90004f7be30
[ 1741.745055]  f_waker-2070    1dN.h211 1740860262us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.745072]  f_waker-2070    1dN.h211 1740860264us : hrtimer_cancel: hrtimer=ffffc90004f83e30
[ 1741.745089]  f_waker-2070    1dN.h211 1740860265us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.745109]  f_waker-2070    1dN.h111 1740860266us : hrtimer_expire_entry: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup now=1740422886489
[ 1741.745127]  f_waker-2070    1dN.h211 1740860267us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.745145]  f_waker-2070    1dN.h211 1740860268us : sched_waking: comm=f_boosted pid=2073 prio=120 target_cpu=001
[ 1741.745162]  f_waker-2070    1dN.h211 1740860269us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.745179]  f_waker-2070    1dN.h211 1740860271us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.745197]  f_waker-2070    1dN.h311 1740860272us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.745215]  f_waker-2070    1dN.h311 1740860275us : sched_stat_runtime: comm=f_waker pid=2070 runtime=165904 [ns] vruntime=26864968782 [ns]
[ 1741.745232]  f_waker-2070    1dN.h311 1740860276us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.745250]  f_waker-2070    1dN.h311 1740860278us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.745267]  f_waker-2070    1dN.h311 1740860280us : sched_wakeup: comm=f_boosted pid=2073 prio=120 target_cpu=001
[ 1741.745284]  f_waker-2070    1dN.h311 1740860282us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.745301]  f_waker-2070    1dN.h211 1740860282us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.745319]  f_waker-2070    1dN.h111 1740860284us : hrtimer_expire_exit: hrtimer=ffffc90004f83e30
[ 1741.745336]  f_waker-2070    1dN.h211 1740860285us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.745353]  f_waker-2070    1dN.h211 1740860286us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.745370]  f_waker-2070    1dN.h111 1740860287us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.745387]  f_waker-2070    1dN.h111 1740860288us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.745404]  f_waker-2070    1dN.h111 1740860290us : write_msr: 6e0, value 22350c19bf4
[ 1741.745421]  f_waker-2070    1dN.h111 1740860291us : local_timer_exit: vector=239
[ 1741.745439]  f_waker-2070    1dN..211 1740860293us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.745457]  f_waker-2070    1dN..211 1740860294us : sched_waking: comm=f_waiter pid=2071 prio=120 target_cpu=001
[ 1741.745474]  f_waker-2070    1dN..311 1740860296us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.745492]  f_waker-2070    1dN..311 1740860298us : sched_stat_runtime: comm=f_waker pid=2070 runtime=23451 [ns] vruntime=26864992233 [ns]
[ 1741.745509]  f_waker-2070    1dN..311 1740860299us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.745526]  f_waker-2070    1dN..311 1740860301us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.745544]  f_waker-2070    1dN..311 1740860303us : sched_wakeup: comm=f_waiter pid=2071 prio=120 target_cpu=001
[ 1741.745561]  f_waker-2070    1dN..311 1740860305us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.745578]  f_waker-2070    1dN..211 1740860305us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.745595]  f_waker-2070    1dN..111 1740860307us : rcu_utilization: Start context switch
[ 1741.745611]  f_waker-2070    1dN..111 1740860308us : rcu_utilization: End context switch
[ 1741.745629]  f_waker-2070    1dN..211 1740860309us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.745648]  f_waker-2070    1d...211 1740860313us : sched_switch: prev_comm=f_waker prev_pid=2070 prev_prio=120 prev_state=R+ ==> next_comm=f_rt next_pid=2072 next_prio=92
[ 1741.745665]  f_waker-2070    1d...211 1740860315us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.745685]  f_waker-2070    1d...211 1740860316us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e37d40 fpregs_active: 0 fpstate_active: 1 xfeatures: 81901010106 xcomp_bv: ea0100000001
[ 1741.745705]  f_waker-2070    1d...211 1740860317us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: 695b297365756575 xcomp_bv: 2d296b636f6c2e5d
[ 1741.745724]  f_waker-2070    1d...211 1740860318us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: ffffc900 xcomp_bv: 362e9cd8000c0020
[ 1741.745742]  f_waker-2070    1d...211 1740860319us : write_msr: c0000100, value 7fd1a68fb700
[ 1741.745759]     f_rt-2072    1d...2.. 1740860321us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.745776]     f_rt-2072    1d...2.. 1740860322us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.745792]     f_rt-2072    1d..h1.. 1740860324us : local_timer_entry: vector=239
[ 1741.745809]     f_rt-2072    1d..h2.. 1740860325us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.745826]     f_rt-2072    1d..h2.. 1740860327us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.745843]     f_rt-2072    1d..h2.. 1740860328us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.745859]     f_rt-2072    1d..h2.. 1740860329us : hrtimer_cancel: hrtimer=ffffc90004f73c40
[ 1741.745876]     f_rt-2072    1d..h2.. 1740860331us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.745896]     f_rt-2072    1d..h1.. 1740860332us : hrtimer_expire_entry: hrtimer=ffffc90004f73c40 function=hrtimer_wakeup now=1740422969971
[ 1741.745915]     f_rt-2072    1d..h2.. 1740860334us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.745932]     f_rt-2072    1d..h2.. 1740860335us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.745949]     f_rt-2072    1d..h1.. 1740860336us : hrtimer_expire_exit: hrtimer=ffffc90004f73c40
[ 1741.745966]     f_rt-2072    1d..h2.. 1740860337us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.745982]     f_rt-2072    1d..h2.. 1740860338us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.745999]     f_rt-2072    1d..h1.. 1740860339us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.746016]     f_rt-2072    1d..h1.. 1740860340us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.746033]     f_rt-2072    1d..h1.. 1740860341us : write_msr: 6e0, value 2235150f80e
[ 1741.746050]     f_rt-2072    1d..h1.. 1740860343us : local_timer_exit: vector=239
[ 1741.746066]     f_rt-2072    1....... 1740860345us : sys_exit: NR 230 = 0
[ 1741.746082]     f_rt-2072    1....1.. 1740860346us : sys_clock_nanosleep -> 0x0
[ 1741.746099]   <idle>-0       0d...1.. 1740860521us : cpu_idle: state=4294967295 cpu_id=0
[ 1741.746116]   <idle>-0       0d..h1.. 1740860524us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.746133]   <idle>-0       0d..h1.. 1740860525us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.746149]   <idle>-0       0d..h1.. 1740860526us : local_timer_entry: vector=239
[ 1741.746166]   <idle>-0       0d..h2.. 1740860528us : lock_acquire: ffff880038812e58 hrtimer_bases.lock
[ 1741.746183]   <idle>-0       0d..h2.. 1740860529us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.746199]   <idle>-0       0d..h2.. 1740860531us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.746216]   <idle>-0       0d..h2.. 1740860532us : hrtimer_cancel: hrtimer=ffffc90004db3e30
[ 1741.746232]   <idle>-0       0d..h2.. 1740860534us : lock_release: ffff880038812e58 hrtimer_bases.lock
[ 1741.746252]   <idle>-0       0d..h1.. 1740860535us : hrtimer_expire_entry: hrtimer=ffffc90004db3e30 function=hrtimer_wakeup now=1740423172966
[ 1741.746269]   <idle>-0       0d..h2.. 1740860536us : lock_acquire: ffff880031b21cd8 &p->pi_lock
[ 1741.746287]   <idle>-0       0d..h2.. 1740860538us : sched_waking: comm=LV_Countdown pid=1992 prio=93 target_cpu=000
[ 1741.746304]   <idle>-0       0d..h2.. 1740860539us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.746321]   <idle>-0       0d..h2.. 1740860540us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.746337]   <idle>-0       0d..h3.. 1740860541us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.746355]   <idle>-0       0dN.h3.. 1740860546us : sched_wakeup: comm=LV_Countdown pid=1992 prio=93 target_cpu=000
[ 1741.746372]   <idle>-0       0dN.h3.. 1740860548us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.746388]   <idle>-0       0dN.h2.. 1740860549us : lock_release: ffff880031b21cd8 &p->pi_lock
[ 1741.746405]   <idle>-0       0dN.h1.. 1740860550us : hrtimer_expire_exit: hrtimer=ffffc90004db3e30
[ 1741.746422]   <idle>-0       0dN.h2.. 1740860552us : lock_acquire: ffff880038812e58 hrtimer_bases.lock
[ 1741.746439]   <idle>-0       0dN.h2.. 1740860553us : lock_release: ffff880038812e58 hrtimer_bases.lock
[ 1741.746456]   <idle>-0       0dN.h1.. 1740860555us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.746472]   <idle>-0       0dN.h1.. 1740860556us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.746489]   <idle>-0       0dN.h1.. 1740860557us : write_msr: 6e0, value 22350ec6f0e
[ 1741.746505]   <idle>-0       0dN.h1.. 1740860558us : local_timer_exit: vector=239
[ 1741.746522]   <idle>-0       0dN..1.. 1740860562us : rcu_utilization: Start context switch
[ 1741.746538]   <idle>-0       0dN..1.. 1740860563us : rcu_utilization: End context switch
[ 1741.746554]   <idle>-0       0dN..2.. 1740860564us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.746573]   <idle>-0       0d...2.. 1740860567us : sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=LV_Countdown next_pid=1992 next_prio=93
[ 1741.746593]   <idle>-0       0d...2.. 1740860569us : tlb_flush: pages:-1 reason:flush on task switch (0)
[ 1741.746610]   <idle>-0       0d...2.. 1740860571us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.746629]   <idle>-0       0d...2.. 1740860573us : x86_fpu_regs_activated: x86/fpu: ffff880031b22840 fpregs_active: 1 fpstate_active: 1 xfeatures: 79747465 xcomp_bv: 19400000816
[ 1741.746645]   <idle>-0       0d...2.. 1740860574us : write_msr: c0000100, value 7f4e068ba700
[ 1741.746662] LV_Count-1992    0d...2.. 1740860576us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.746679] LV_Count-1992    0d...2.. 1740860577us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.746696] LV_Count-1992    0....... 1740860580us : sys_exit: NR 230 = 0
[ 1741.746712] LV_Count-1992    0....1.. 1740860580us : sys_clock_nanosleep -> 0x0
[ 1741.746730] LV_Count-1992    0....... 1740860596us : sys_enter: NR 230 (1, 0, 7f4e068b9ec0, 7f4e068b9ec0, 0, 0)
[ 1741.746749] LV_Count-1992    0....1.. 1740860597us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7f4e068b9ec0, rmtp: 7f4e068b9ec0)
[ 1741.746767] LV_Count-1992    0....... 1740860599us : hrtimer_init: hrtimer=ffffc90004db3e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.746784] LV_Count-1992    0d...1.. 1740860601us : lock_acquire: ffff880038812e58 hrtimer_bases.lock
[ 1741.746800] LV_Count-1992    0d...1.. 1740860603us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.746817] LV_Count-1992    0d...1.. 1740860604us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.746838] LV_Count-1992    0d...1.. 1740860606us : hrtimer_start: hrtimer=ffffc90004db3e30 function=hrtimer_wakeup expires=1740478246511 softexpires=1740478246511
[ 1741.746855] LV_Count-1992    0d...1.. 1740860608us : lock_release: ffff880038812e58 hrtimer_bases.lock
[ 1741.746871] LV_Count-1992    0d...1.. 1740860610us : rcu_utilization: Start context switch
[ 1741.746887] LV_Count-1992    0d...1.. 1740860611us : rcu_utilization: End context switch
[ 1741.746904] LV_Count-1992    0d...2.. 1740860612us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.746921] LV_Count-1992    0d...2.. 1740860615us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.746938] LV_Count-1992    0d...2.. 1740860617us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.746954] LV_Count-1992    0d...2.. 1740860621us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.746971] LV_Count-1992    0d...2.. 1740860622us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.746988] LV_Count-1992    0d...2.. 1740860625us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.747005] LV_Count-1992    0d...1.. 1740860626us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747021] LV_Count-1992    0d...2.. 1740860630us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.747039] LV_Count-1992    0d...2.. 1740860635us : sched_migrate_task: comm=f_boosted pid=2073 prio=120 orig_cpu=1 dest_cpu=0
[ 1741.747056] LV_Count-1992    0d...2.. 1740860636us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.747073] LV_Count-1992    0d...2.. 1740860637us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.747090] LV_Count-1992    0d...2.. 1740860641us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.747106] LV_Count-1992    0d...1.. 1740860643us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747123] LV_Count-1992    0d...2.. 1740860643us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.747140] LV_Count-1992    0d...2.. 1740860645us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747157] LV_Count-1992    0d...2.. 1740860647us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747176] LV_Count-1992    0d...2.. 1740860650us : sched_switch: prev_comm=LV_Countdown prev_pid=1992 prev_prio=93 prev_state=S ==> next_comm=f_boosted next_pid=2073 next_prio=120
[ 1741.747194] LV_Count-1992    0d...2.. 1740860652us : tlb_flush: pages:-1 reason:flush on task switch (0)
[ 1741.747211] LV_Count-1992    0d...2.. 1740860653us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.747230] LV_Count-1992    0d...2.. 1740860655us : x86_fpu_regs_deactivated: x86/fpu: ffff880031b22840 fpregs_active: 0 fpstate_active: 1 xfeatures: 646165725f756372 xcomp_bv: f006b636f6c5f
[ 1741.747249] LV_Count-1992    0d...2.. 1740860656us : x86_fpu_regs_activated: x86/fpu: ffff8800362ed2c0 fpregs_active: 1 fpstate_active: 1 xfeatures: 712e000000000000 xcomp_bv: 819caaf465756500
[ 1741.747268] LV_Count-1992    0d...2.. 1740860658us : x86_fpu_regs_activated: x86/fpu: ffff8800362ed2c0 fpregs_active: 1 fpstate_active: 1 xfeatures: 2d717226ffff8800 xcomp_bv: a006b636f6c3e
[ 1741.747285] LV_Count-1992    0d...2.. 1740860659us : write_msr: c0000100, value 7fd1a6022700
[ 1741.747302] f_booste-2073    0d...2.. 1740860660us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.747319] f_booste-2073    0d...2.. 1740860661us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.747335] f_booste-2073    0....... 1740860665us : sys_exit: NR 230 = 0
[ 1741.747351] f_booste-2073    0....1.. 1740860666us : sys_clock_nanosleep -> 0x0
[ 1741.747369] f_booste-2073    0....... 1740860669us : sys_enter: NR 186 (0, 0, 7fd1a6117d57, 0, 0, 0)
[ 1741.747385] f_booste-2073    0....1.. 1740860670us : sys_gettid()
[ 1741.747401] f_booste-2073    0d...... 1740860672us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747417] f_booste-2073    0d...... 1740860673us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747434] f_booste-2073    0....... 1740860674us : sys_exit: NR 186 = 2073
[ 1741.747450] f_booste-2073    0....1.. 1740860675us : sys_gettid -> 0x819
[ 1741.747468] f_booste-2073    0....... 1740860677us : sys_enter: NR 202 (55f32b7890c4, 86, 0, 0, 0, 0)
[ 1741.747487] f_booste-2073    0....1.. 1740860678us : sys_futex(uaddr: 55f32b7890c4, op: 86, val: 0, utime: 0, uaddr2: 0, val3: 0)
[ 1741.747505] f_booste-2073    0d...111 1740860681us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.747522] f_booste-2073    0d...111 1740860683us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.747540] f_booste-2073    0d....11 1740860685us : lock_acquire: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.747557] f_booste-2073    0d....11 1740860686us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747573] f_booste-2073    0d....11 1740860688us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747591] f_booste-2073    0d...111 1740860690us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.747608] f_booste-2073    0d...111 1740860691us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747625] f_booste-2073    0d...111 1740860693us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747642] f_booste-2073    0d...111 1740860694us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.747659] f_booste-2073    0d...111 1740860695us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.747676] f_booste-2073    0d...111 1740860696us : lock_release: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.747693] f_booste-2073    0d...211 1740860697us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.747710] f_booste-2073    0d...211 1740860699us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.747728] f_booste-2073    0d...211 1740860700us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.747744] f_booste-2073    0d...211 1740860702us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.747761] f_booste-2073    0d...211 1740860703us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.747780] f_booste-2073    0d...211 1740860705us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.747797] f_booste-2073    0d...111 1740860706us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747814] f_booste-2073    0d...111 1740860707us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747831] f_booste-2073    0d...111 1740860708us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.747848] f_booste-2073    0d...1.. 1740860709us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.747864] f_booste-2073    0d...1.. 1740860711us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.747881] f_booste-2073    0d...... 1740860712us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.747897] f_booste-2073    0d...... 1740860713us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.747913] f_booste-2073    0d...1.. 1740860714us : rcu_utilization: Start context switch
